person_id,sociability,routine_preference,spontaneity,travel_tolerance,nightlife_preference,activity_budget,family_orientation,warmth,directness,patience,communication_style,personality_summary
P06319,0.17,0.50,0.66,0.47,0.18,0.33,0.96,0.63,0.57,0.45,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P06320,0.63,0.07,0.84,0.62,0.61,0.60,0.51,0.28,0.72,0.64,直接简洁,社交态度适中，既愿意参加活动，也需要独处时间。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式直接简洁，生活取向相对均衡。
P06321,0.41,0.22,0.74,0.50,0.46,0.21,0.76,0.58,0.35,0.38,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P06322,0.51,0.73,0.46,0.40,0.62,0.33,0.80,0.83,0.74,0.28,坦率热情,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式坦率热情，重视家庭联系。
P06323,0.15,0.26,0.71,0.22,0.46,0.47,0.56,0.78,0.68,0.76,坦率热情,性格偏安静，更喜欢小范围交往和熟悉的人。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；更偏好住处或工作地点附近的活动。交流方式坦率热情，处理分歧时较有耐心。
P06324,0.54,0.26,0.48,0.51,0.58,0.33,0.36,0.71,0.39,0.56,温和体贴,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，生活取向相对均衡。
P06325,0.63,0.49,0.47,0.41,0.71,0.61,0.59,0.81,0.65,0.27,温和体贴,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，喜欢晚间外出。
P06326,0.64,0.34,0.77,0.70,0.54,0.52,0.68,0.37,0.36,0.51,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对较远的出行接受度较高。交流方式克制务实，生活取向相对均衡。
P06327,0.31,0.59,0.26,0.30,0.47,0.52,0.52,0.64,0.43,0.62,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；更偏好住处或工作地点附近的活动。交流方式克制务实，生活取向相对均衡。
P06328,0.27,0.64,0.53,0.39,0.68,0.62,0.22,0.76,0.59,0.72,温和体贴,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，处理分歧时较有耐心。
P06329,0.59,0.67,0.39,0.67,0.56,0.54,0.63,0.37,0.64,0.66,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P06330,0.49,0.38,0.61,0.38,0.68,0.64,0.64,0.27,0.46,0.83,沉稳耐心,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，喜欢晚间外出，处理分歧时较有耐心。
P06331,0.48,0.59,0.39,0.41,0.48,0.41,0.41,0.41,0.65,0.35,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P06332,0.72,0.74,0.46,0.68,0.54,0.80,0.44,0.38,0.65,0.40,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式健谈外向，生活取向相对均衡。
P06333,0.48,0.67,0.26,0.53,0.53,0.84,0.28,0.18,0.28,0.54,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P06334,0.27,0.80,0.28,0.36,0.25,0.76,0.14,0.65,0.75,0.47,坦率热情,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式坦率热情，生活取向相对均衡。
P06335,0.26,0.50,0.42,0.39,0.50,0.21,0.21,0.62,0.42,0.65,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P06336,0.80,0.93,0.38,0.52,0.45,0.69,0.60,0.67,0.30,0.48,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式健谈外向，生活取向相对均衡。
P06337,0.78,0.64,0.32,0.68,0.56,0.51,0.49,0.37,0.76,0.46,直接简洁,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式直接简洁，生活取向相对均衡。
P06338,0.59,0.10,0.85,0.63,0.67,0.64,0.60,0.69,0.47,0.51,温和体贴,社交态度适中，既愿意参加活动，也需要独处时间。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式温和体贴，生活取向相对均衡。
P06339,0.32,0.67,0.31,0.53,0.52,0.07,0.67,0.10,0.67,0.20,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P06340,0.69,0.68,0.28,0.79,0.50,0.38,0.70,0.51,0.18,0.40,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对较远的出行接受度较高。交流方式健谈外向，重视家庭联系。
P06341,0.61,0.62,0.48,0.50,0.49,0.08,0.73,0.09,0.75,0.57,直接简洁,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式直接简洁，重视家庭联系。
P06342,0.34,0.21,0.58,0.60,0.26,0.15,0.27,0.37,0.82,0.34,直接简洁,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式直接简洁，生活取向相对均衡。
P06343,0.16,0.36,0.54,0.25,0.28,0.24,0.66,0.79,0.44,0.35,温和体贴,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；更偏好住处或工作地点附近的活动。交流方式温和体贴，生活取向相对均衡。
P06344,0.59,0.59,0.30,0.58,0.67,0.74,0.56,0.30,0.80,0.66,直接简洁,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式直接简洁，生活取向相对均衡。
P06345,0.28,0.72,0.37,0.37,0.46,0.26,0.44,0.48,0.46,0.44,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P06346,0.24,0.56,0.55,0.57,0.32,0.47,0.34,0.68,0.77,0.54,坦率热情,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式坦率热情，生活取向相对均衡。
P06347,0.29,0.31,0.57,0.41,0.71,0.67,0.80,0.26,0.19,0.64,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系，喜欢晚间外出。
P06348,0.19,0.68,0.50,0.60,0.44,0.65,0.61,0.83,0.42,0.44,温和体贴,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式温和体贴，生活取向相对均衡。
P06349,0.37,0.81,0.18,0.38,0.42,0.28,0.69,0.67,0.50,0.76,沉稳耐心,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式沉稳耐心，重视家庭联系，处理分歧时较有耐心。
P06350,0.51,0.59,0.43,0.53,0.28,0.83,0.32,0.60,0.29,0.29,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P06351,0.40,0.36,0.56,0.54,0.38,0.76,0.31,0.29,0.56,0.76,沉稳耐心,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，处理分歧时较有耐心。
P06352,0.68,0.53,0.46,0.40,0.53,0.58,0.70,0.82,0.59,0.37,温和体贴,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，重视家庭联系。
P06353,0.23,0.50,0.50,0.70,0.44,0.27,0.66,0.25,0.64,0.69,沉稳耐心,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式沉稳耐心，生活取向相对均衡。
P06354,0.53,0.37,0.54,0.52,0.36,0.37,0.47,0.43,0.86,0.70,直接简洁,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式直接简洁，处理分歧时较有耐心。
P06355,0.33,0.33,0.39,0.46,0.50,0.83,0.64,0.39,0.79,0.22,直接简洁,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式直接简洁，生活取向相对均衡。
P06356,0.57,0.60,0.45,0.78,0.51,0.39,0.64,0.67,0.17,0.59,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式克制务实，生活取向相对均衡。
P06357,0.77,0.52,0.40,0.89,0.69,0.54,0.43,0.29,0.70,0.59,直接简洁,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式直接简洁，喜欢晚间外出。
P06358,0.11,0.49,0.54,0.51,0.33,0.69,0.77,0.39,0.35,0.50,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P06359,0.55,0.50,0.60,0.37,0.47,0.33,0.84,0.48,0.52,0.42,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P06360,0.53,0.38,0.52,0.51,0.47,0.49,0.75,0.67,0.61,0.22,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P06361,0.48,0.34,0.68,0.75,0.38,0.80,0.23,0.77,0.55,0.45,温和体贴,社交态度适中，既愿意参加活动，也需要独处时间。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对较远的出行接受度较高。交流方式温和体贴，生活取向相对均衡。
P06362,0.25,0.38,0.55,0.53,0.58,0.47,0.56,0.33,0.48,0.35,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P06363,0.31,0.75,0.31,0.69,0.47,0.28,0.66,0.49,0.55,0.39,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对较远的出行接受度较高。交流方式克制务实，生活取向相对均衡。
P06364,0.53,0.85,0.44,0.71,0.33,0.79,0.68,0.72,0.45,0.79,温和体贴,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对较远的出行接受度较高。交流方式温和体贴，重视家庭联系，处理分歧时较有耐心。
P06365,0.67,0.40,0.60,0.54,0.49,0.90,0.81,0.51,0.56,0.23,克制务实,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
